sample_index,subject,session,run,class_label,event_code,event_sample,trial_start_sample,trial_start_time_seconds,cue_sample,cue_time_seconds,annotation_duration_seconds,available_precue_samples_from_trial_start,available_postcue_samples_to_run_end,baseline_start_sample,baseline_stop_sample,post_start_sample,post_stop_sample,baseline_samples,post_samples,local_samples,sfreq,run_n_times,run_first_samp,trial_id,run_trial_id,trial_uid
165,1,0train,3,right_hand,2,42268,42268,169.072,42768,171.072,4.0,500,53967,42518,42768,42768,43768,250,1000,200,250.0,96735,0,166,22,S01_0train_T166
166,1,0train,3,right_hand,2,44180,44180,176.72,44680,178.72,4.0,500,52055,44430,44680,44680,45680,250,1000,200,250.0,96735,0,167,23,S01_0train_T167
167,1,0train,3,tongue,4,46211,46211,184.844,46711,186.844,4.0,500,50024,46461,46711,46711,47711,250,1000,200,250.0,96735,0,168,24,S01_0train_T168
168,1,0train,3,left_hand,1,48164,48164,192.656,48664,194.656,4.0,500,48071,48414,48664,48664,49664,250,1000,200,250.0,96735,0,169,25,S01_0train_T169
169,1,0train,3,right_hand,2,50125,50125,200.5,50625,202.5,4.0,500,46110,50375,50625,50625,51625,250,1000,200,250.0,96735,0,170,26,S01_0train_T170
170,1,0train,3,right_hand,2,52229,52229,208.916,52729,210.916,4.0,500,44006,52479,52729,52729,53729,250,1000,200,250.0,96735,0,171,27,S01_0train_T171
171,1,0train,3,right_hand,2,54233,54233,216.932,54733,218.932,4.0,500,42002,54483,54733,54733,55733,250,1000,200,250.0,96735,0,172,28,S01_0train_T172
172,1,0train,3,feet,3,56208,56208,224.832,56708,226.832,4.0,500,40027,56458,56708,56708,57708,250,1000,200,250.0,96735,0,173,29,S01_0train_T173
173,1,0train,3,tongue,4,58234,58234,232.936,58734,234.936,4.0,500,38001,58484,58734,58734,59734,250,1000,200,250.0,96735,0,174,30,S01_0train_T174
174,1,0train,3,left_hand,1,60305,60305,241.22,60805,243.22,4.0,500,35930,60555,60805,60805,61805,250,1000,200,250.0,96735,0,175,31,S01_0train_T175
175,1,0train,3,tongue,4,62412,62412,249.648,62912,251.648,4.0,500,33823,62662,62912,62912,63912,250,1000,200,250.0,96735,0,176,32,S01_0train_T176
176,1,0train,3,left_hand,1,64504,64504,258.016,65004,260.016,4.0,500,31731,64754,65004,65004,66004,250,1000,200,250.0,96735,0,177,33,S01_0train_T177
177,1,0train,3,feet,3,66595,66595,266.38,67095,268.38,4.0,500,29640,66845,67095,67095,68095,250,1000,200,250.0,96735,0,178,34,S01_0train_T178
178,1,0train,3,left_hand,1,68638,68638,274.552,69138,276.552,4.0,500,27597,68888,69138,69138,70138,250,1000,200,250.0,96735,0,179,35,S01_0train_T179
179,1,0train,3,tongue,4,70702,70702,282.808,71202,284.808,4.0,500,25533,70952,71202,71202,72202,250,1000,200,250.0,96735,0,180,36,S01_0train_T180
180,1,0train,3,left_hand,1,72722,72722,290.888,73222,292.888,4.0,500,23513,72972,73222,73222,74222,250,1000,200,250.0,96735,0,181,37,S01_0train_T181
181,1,0train,3,feet,3,74694,74694,298.776,75194,300.776,4.0,500,21541,74944,75194,75194,76194,250,1000,200,250.0,96735,0,182,38,S01_0train_T182
182,1,0train,3,left_hand,1,76657,76657,306.628,77157,308.628,4.0,500,19578,76907,77157,77157,78157,250,1000,200,250.0,96735,0,183,39,S01_0train_T183
183,1,0train,3,right_hand,2,78582,78582,314.328,79082,316.328,4.0,500,17653,78832,79082,79082,80082,250,1000,200,250.0,96735,0,184,40,S01_0train_T184
184,1,0train,3,feet,3,80663,80663,322.652,81163,324.652,4.0,500,15572,80913,81163,81163,82163,250,1000,200,250.0,96735,0,185,41,S01_0train_T185
185,1,0train,3,feet,3,82641,82641,330.564,83141,332.564,4.0,500,13594,82891,83141,83141,84141,250,1000,200,250.0,96735,0,186,42,S01_0train_T186
186,1,0train,3,tongue,4,84631,84631,338.524,85131,340.524,4.0,500,11604,84881,85131,85131,86131,250,1000,200,250.0,96735,0,187,43,S01_0train_T187
187,1,0train,3,left_hand,1,86750,86750,347.0,87250,349.0,4.0,500,9485,87000,87250,87250,88250,250,1000,200,250.0,96735,0,188,44,S01_0train_T188
188,1,0train,3,right_hand,2,88656,88656,354.624,89156,356.624,4.0,500,7579,88906,89156,89156,90156,250,1000,200,250.0,96735,0,189,45,S01_0train_T189
189,1,0train,3,tongue,4,90584,90584,362.336,91084,364.336,4.0,500,5651,90834,91084,91084,92084,250,1000,200,250.0,96735,0,190,46,S01_0train_T190
190,1,0train,3,right_hand,2,92698,92698,370.792,93198,372.792,4.0,500,3537,92948,93198,93198,94198,250,1000,200,250.0,96735,0,191,47,S01_0train_T191
191,1,0train,3,feet,3,94757,94757,379.028,95257,381.028,4.0,500,1478,95007,95257,95257,96257,250,1000,200,250.0,96735,0,192,48,S01_0train_T192
192,1,0train,4,feet,3,250,250,1.0,750,3.0,4.0,500,95985,500,750,750,1750,250,1000,200,250.0,96735,0,193,1,S01_0train_T193
193,1,0train,4,left_hand,1,2253,2253,9.012,2753,11.012,4.0,500,93982,2503,2753,2753,3753,250,1000,200,250.0,96735,0,194,2,S01_0train_T194
194,1,0train,4,tongue,4,4171,4171,16.684,4671,18.684,4.0,500,92064,4421,4671,4671,5671,250,1000,200,250.0,96735,0,195,3,S01_0train_T195
195,1,0train,4,right_hand,2,6123,6123,24.492,6623,26.492,4.0,500,90112,6373,6623,6623,7623,250,1000,200,250.0,96735,0,196,4,S01_0train_T196
196,1,0train,4,tongue,4,8131,8131,32.524,8631,34.524,4.0,500,88104,8381,8631,8631,9631,250,1000,200,250.0,96735,0,197,5,S01_0train_T197
197,1,0train,4,left_hand,1,10242,10242,40.968,10742,42.968,4.0,500,85993,10492,10742,10742,11742,250,1000,200,250.0,96735,0,198,6,S01_0train_T198
198,1,0train,4,left_hand,1,12159,12159,48.636,12659,50.636,4.0,500,84076,12409,12659,12659,13659,250,1000,200,250.0,96735,0,199,7,S01_0train_T199
199,1,0train,4,feet,3,14209,14209,56.836,14709,58.836,4.0,500,82026,14459,14709,14709,15709,250,1000,200,250.0,96735,0,200,8,S01_0train_T200
200,1,0train,4,feet,3,16140,16140,64.56,16640,66.56,4.0,500,80095,16390,16640,16640,17640,250,1000,200,250.0,96735,0,201,9,S01_0train_T201
201,1,0train,4,right_hand,2,18138,18138,72.552,18638,74.552,4.0,500,78097,18388,18638,18638,19638,250,1000,200,250.0,96735,0,202,10,S01_0train_T202
202,1,0train,4,tongue,4,20044,20044,80.176,20544,82.176,4.0,500,76191,20294,20544,20544,21544,250,1000,200,250.0,96735,0,203,11,S01_0train_T203
203,1,0train,4,right_hand,2,21939,21939,87.756,22439,89.756,4.0,500,74296,22189,22439,22439,23439,250,1000,200,250.0,96735,0,204,12,S01_0train_T204
204,1,0train,4,right_hand,2,23911,23911,95.644,24411,97.644,4.0,500,72324,24161,24411,24411,25411,250,1000,200,250.0,96735,0,205,13,S01_0train_T205
205,1,0train,4,left_hand,1,25855,25855,103.42,26355,105.42,4.0,500,70380,26105,26355,26355,27355,250,1000,200,250.0,96735,0,206,14,S01_0train_T206
206,1,0train,4,right_hand,2,27822,27822,111.288,28322,113.288,4.0,500,68413,28072,28322,28322,29322,250,1000,200,250.0,96735,0,207,15,S01_0train_T207
207,1,0train,4,tongue,4,29942,29942,119.768,30442,121.768,4.0,500,66293,30192,30442,30442,31442,250,1000,200,250.0,96735,0,208,16,S01_0train_T208
208,1,0train,4,tongue,4,31950,31950,127.8,32450,129.8,4.0,500,64285,32200,32450,32450,33450,250,1000,200,250.0,96735,0,209,17,S01_0train_T209
209,1,0train,4,right_hand,2,34016,34016,136.064,34516,138.064,4.0,500,62219,34266,34516,34516,35516,250,1000,200,250.0,96735,0,210,18,S01_0train_T210
210,1,0train,4,right_hand,2,36052,36052,144.208,36552,146.208,4.0,500,60183,36302,36552,36552,37552,250,1000,200,250.0,96735,0,211,19,S01_0train_T211
211,1,0train,4,right_hand,2,38118,38118,152.472,38618,154.472,4.0,500,58117,38368,38618,38618,39618,250,1000,200,250.0,96735,0,212,20,S01_0train_T212
212,1,0train,4,right_hand,2,40188,40188,160.752,40688,162.752,4.0,500,56047,40438,40688,40688,41688,250,1000,200,250.0,96735,0,213,21,S01_0train_T213
213,1,0train,4,tongue,4,42268,42268,169.072,42768,171.072,4.0,500,53967,42518,42768,42768,43768,250,1000,200,250.0,96735,0,214,22,S01_0train_T214
214,1,0train,4,tongue,4,44180,44180,176.72,44680,178.72,4.0,500,52055,44430,44680,44680,45680,250,1000,200,250.0,96735,0,215,23,S01_0train_T215
215,1,0train,4,feet,3,46211,46211,184.844,46711,186.844,4.0,500,50024,46461,46711,46711,47711,250,1000,200,250.0,96735,0,216,24,S01_0train_T216
216,1,0train,4,tongue,4,48164,48164,192.656,48664,194.656,4.0,500,48071,48414,48664,48664,49664,250,1000,200,250.0,96735,0,217,25,S01_0train_T217
217,1,0train,4,left_hand,1,50125,50125,200.5,50625,202.5,4.0,500,46110,50375,50625,50625,51625,250,1000,200,250.0,96735,0,218,26,S01_0train_T218
218,1,0train,4,right_hand,2,52229,52229,208.916,52729,210.916,4.0,500,44006,52479,52729,52729,53729,250,1000,200,250.0,96735,0,219,27,S01_0train_T219
219,1,0train,4,feet,3,54233,54233,216.932,54733,218.932,4.0,500,42002,54483,54733,54733,55733,250,1000,200,250.0,96735,0,220,28,S01_0train_T220
220,1,0train,4,right_hand,2,56208,56208,224.832,56708,226.832,4.0,500,40027,56458,56708,56708,57708,250,1000,200,250.0,96735,0,221,29,S01_0train_T221
221,1,0train,4,left_hand,1,58234,58234,232.936,58734,234.936,4.0,500,38001,58484,58734,58734,59734,250,1000,200,250.0,96735,0,222,30,S01_0train_T222
222,1,0train,4,tongue,4,60305,60305,241.22,60805,243.22,4.0,500,35930,60555,60805,60805,61805,250,1000,200,250.0,96735,0,223,31,S01_0train_T223
223,1,0train,4,left_hand,1,62412,62412,249.648,62912,251.648,4.0,500,33823,62662,62912,62912,63912,250,1000,200,250.0,96735,0,224,32,S01_0train_T224
224,1,0train,4,tongue,4,64504,64504,258.016,65004,260.016,4.0,500,31731,64754,65004,65004,66004,250,1000,200,250.0,96735,0,225,33,S01_0train_T225
225,1,0train,4,left_hand,1,66595,66595,266.38,67095,268.38,4.0,500,29640,66845,67095,67095,68095,250,1000,200,250.0,96735,0,226,34,S01_0train_T226
226,1,0train,4,left_hand,1,68638,68638,274.552,69138,276.552,4.0,500,27597,68888,69138,69138,70138,250,1000,200,250.0,96735,0,227,35,S01_0train_T227
227,1,0train,4,left_hand,1,70702,70702,282.808,71202,284.808,4.0,500,25533,70952,71202,71202,72202,250,1000,200,250.0,96735,0,228,36,S01_0train_T228
228,1,0train,4,left_hand,1,72722,72722,290.888,73222,292.888,4.0,500,23513,72972,73222,73222,74222,250,1000,200,250.0,96735,0,229,37,S01_0train_T229
229,1,0train,4,feet,3,74694,74694,298.776,75194,300.776,4.0,500,21541,74944,75194,75194,76194,250,1000,200,250.0,96735,0,230,38,S01_0train_T230
230,1,0train,4,feet,3,76657,76657,306.628,77157,308.628,4.0,500,19578,76907,77157,77157,78157,250,1000,200,250.0,96735,0,231,39,S01_0train_T231
231,1,0train,4,tongue,4,78582,78582,314.328,79082,316.328,4.0,500,17653,78832,79082,79082,80082,250,1000,200,250.0,96735,0,232,40,S01_0train_T232
232,1,0train,4,right_hand,2,80663,80663,322.652,81163,324.652,4.0,500,15572,80913,81163,81163,82163,250,1000,200,250.0,96735,0,233,41,S01_0train_T233
233,1,0train,4,feet,3,82641,82641,330.564,83141,332.564,4.0,500,13594,82891,83141,83141,84141,250,1000,200,250.0,96735,0,234,42,S01_0train_T234
234,1,0train,4,feet,3,84631,84631,338.524,85131,340.524,4.0,500,11604,84881,85131,85131,86131,250,1000,200,250.0,96735,0,235,43,S01_0train_T235
235,1,0train,4,feet,3,86750,86750,347.0,87250,349.0,4.0,500,9485,87000,87250,87250,88250,250,1000,200,250.0,96735,0,236,44,S01_0train_T236
236,1,0train,4,tongue,4,88656,88656,354.624,89156,356.624,4.0,500,7579,88906,89156,89156,90156,250,1000,200,250.0,96735,0,237,45,S01_0train_T237
237,1,0train,4,feet,3,90584,90584,362.336,91084,364.336,4.0,500,5651,90834,91084,91084,92084,250,1000,200,250.0,96735,0,238,46,S01_0train_T238
238,1,0train,4,left_hand,1,92698,92698,370.792,93198,372.792,4.0,500,3537,92948,93198,93198,94198,250,1000,200,250.0,96735,0,239,47,S01_0train_T239
239,1,0train,4,feet,3,94757,94757,379.028,95257,381.028,4.0,500,1478,95007,95257,95257,96257,250,1000,200,250.0,96735,0,240,48,S01_0train_T240
240,1,0train,5,left_hand,1,250,250,1.0,750,3.0,4.0,500,95985,500,750,750,1750,250,1000,200,250.0,96735,0,241,1,S01_0train_T241
241,1,0train,5,tongue,4,2253,2253,9.012,2753,11.012,4.0,500,93982,2503,2753,2753,3753,250,1000,200,250.0,96735,0,242,2,S01_0train_T242
242,1,0train,5,right_hand,2,4171,4171,16.684,4671,18.684,4.0,500,92064,4421,4671,4671,5671,250,1000,200,250.0,96735,0,243,3,S01_0train_T243
243,1,0train,5,tongue,4,6123,6123,24.492,6623,26.492,4.0,500,90112,6373,6623,6623,7623,250,1000,200,250.0,96735,0,244,4,S01_0train_T244
244,1,0train,5,tongue,4,8131,8131,32.524,8631,34.524,4.0,500,88104,8381,8631,8631,9631,250,1000,200,250.0,96735,0,245,5,S01_0train_T245
245,1,0train,5,feet,3,10242,10242,40.968,10742,42.968,4.0,500,85993,10492,10742,10742,11742,250,1000,200,250.0,96735,0,246,6,S01_0train_T246
246,1,0train,5,tongue,4,12159,12159,48.636,12659,50.636,4.0,500,84076,12409,12659,12659,13659,250,1000,200,250.0,96735,0,247,7,S01_0train_T247
247,1,0train,5,tongue,4,14209,14209,56.836,14709,58.836,4.0,500,82026,14459,14709,14709,15709,250,1000,200,250.0,96735,0,248,8,S01_0train_T248
248,1,0train,5,feet,3,16140,16140,64.56,16640,66.56,4.0,500,80095,16390,16640,16640,17640,250,1000,200,250.0,96735,0,249,9,S01_0train_T249
249,1,0train,5,right_hand,2,18138,18138,72.552,18638,74.552,4.0,500,78097,18388,18638,18638,19638,250,1000,200,250.0,96735,0,250,10,S01_0train_T250
250,1,0train,5,tongue,4,20044,20044,80.176,20544,82.176,4.0,500,76191,20294,20544,20544,21544,250,1000,200,250.0,96735,0,251,11,S01_0train_T251
251,1,0train,5,feet,3,21939,21939,87.756,22439,89.756,4.0,500,74296,22189,22439,22439,23439,250,1000,200,250.0,96735,0,252,12,S01_0train_T252
252,1,0train,5,left_hand,1,23911,23911,95.644,24411,97.644,4.0,500,72324,24161,24411,24411,25411,250,1000,200,250.0,96735,0,253,13,S01_0train_T253
253,1,0train,5,right_hand,2,25855,25855,103.42,26355,105.42,4.0,500,70380,26105,26355,26355,27355,250,1000,200,250.0,96735,0,254,14,S01_0train_T254
254,1,0train,5,right_hand,2,27822,27822,111.288,28322,113.288,4.0,500,68413,28072,28322,28322,29322,250,1000,200,250.0,96735,0,255,15,S01_0train_T255
255,1,0train,5,right_hand,2,29942,29942,119.768,30442,121.768,4.0,500,66293,30192,30442,30442,31442,250,1000,200,250.0,96735,0,256,16,S01_0train_T256
256,1,0train,5,feet,3,31950,31950,127.8,32450,129.8,4.0,500,64285,32200,32450,32450,33450,250,1000,200,250.0,96735,0,257,17,S01_0train_T257
257,1,0train,5,right_hand,2,34016,34016,136.064,34516,138.064,4.0,500,62219,34266,34516,34516,35516,250,1000,200,250.0,96735,0,258,18,S01_0train_T258
258,1,0train,5,tongue,4,36052,36052,144.208,36552,146.208,4.0,500,60183,36302,36552,36552,37552,250,1000,200,250.0,96735,0,259,19,S01_0train_T259
259,1,0train,5,feet,3,38118,38118,152.472,38618,154.472,4.0,500,58117,38368,38618,38618,39618,250,1000,200,250.0,96735,0,260,20,S01_0train_T260
260,1,0train,5,tongue,4,40188,40188,160.752,40688,162.752,4.0,500,56047,40438,40688,40688,41688,250,1000,200,250.0,96735,0,261,21,S01_0train_T261
261,1,0train,5,right_hand,2,42268,42268,169.072,42768,171.072,4.0,500,53967,42518,42768,42768,43768,250,1000,200,250.0,96735,0,262,22,S01_0train_T262
262,1,0train,5,feet,3,44180,44180,176.72,44680,178.72,4.0,500,52055,44430,44680,44680,45680,250,1000,200,250.0,96735,0,263,23,S01_0train_T263
263,1,0train,5,left_hand,1,46211,46211,184.844,46711,186.844,4.0,500,50024,46461,46711,46711,47711,250,1000,200,250.0,96735,0,264,24,S01_0train_T264
264,1,0train,5,tongue,4,48164,48164,192.656,48664,194.656,4.0,500,48071,48414,48664,48664,49664,250,1000,200,250.0,96735,0,265,25,S01_0train_T265
265,1,0train,5,left_hand,1,50125,50125,200.5,50625,202.5,4.0,500,46110,50375,50625,50625,51625,250,1000,200,250.0,96735,0,266,26,S01_0train_T266
266,1,0train,5,feet,3,52229,52229,208.916,52729,210.916,4.0,500,44006,52479,52729,52729,53729,250,1000,200,250.0,96735,0,267,27,S01_0train_T267
267,1,0train,5,tongue,4,54233,54233,216.932,54733,218.932,4.0,500,42002,54483,54733,54733,55733,250,1000,200,250.0,96735,0,268,28,S01_0train_T268
268,1,0train,5,left_hand,1,56208,56208,224.832,56708,226.832,4.0,500,40027,56458,56708,56708,57708,250,1000,200,250.0,96735,0,269,29,S01_0train_T269
269,1,0train,5,feet,3,58234,58234,232.936,58734,234.936,4.0,500,38001,58484,58734,58734,59734,250,1000,200,250.0,96735,0,270,30,S01_0train_T270
270,1,0train,5,left_hand,1,60305,60305,241.22,60805,243.22,4.0,500,35930,60555,60805,60805,61805,250,1000,200,250.0,96735,0,271,31,S01_0train_T271
271,1,0train,5,right_hand,2,62412,62412,249.648,62912,251.648,4.0,500,33823,62662,62912,62912,63912,250,1000,200,250.0,96735,0,272,32,S01_0train_T272
272,1,0train,5,right_hand,2,64504,64504,258.016,65004,260.016,4.0,500,31731,64754,65004,65004,66004,250,1000,200,250.0,96735,0,273,33,S01_0train_T273
273,1,0train,5,left_hand,1,66595,66595,266.38,67095,268.38,4.0,500,29640,66845,67095,67095,68095,250,1000,200,250.0,96735,0,274,34,S01_0train_T274
274,1,0train,5,tongue,4,68638,68638,274.552,69138,276.552,4.0,500,27597,68888,69138,69138,70138,250,1000,200,250.0,96735,0,275,35,S01_0train_T275
275,1,0train,5,left_hand,1,70702,70702,282.808,71202,284.808,4.0,500,25533,70952,71202,71202,72202,250,1000,200,250.0,96735,0,276,36,S01_0train_T276
276,1,0train,5,tongue,4,72722,72722,290.888,73222,292.888,4.0,500,23513,72972,73222,73222,74222,250,1000,200,250.0,96735,0,277,37,S01_0train_T277
277,1,0train,5,feet,3,74694,74694,298.776,75194,300.776,4.0,500,21541,74944,75194,75194,76194,250,1000,200,250.0,96735,0,278,38,S01_0train_T278
278,1,0train,5,feet,3,76657,76657,306.628,77157,308.628,4.0,500,19578,76907,77157,77157,78157,250,1000,200,250.0,96735,0,279,39,S01_0train_T279
279,1,0train,5,left_hand,1,78582,78582,314.328,79082,316.328,4.0,500,17653,78832,79082,79082,80082,250,1000,200,250.0,96735,0,280,40,S01_0train_T280
280,1,0train,5,feet,3,80663,80663,322.652,81163,324.652,4.0,500,15572,80913,81163,81163,82163,250,1000,200,250.0,96735,0,281,41,S01_0train_T281
281,1,0train,5,right_hand,2,82641,82641,330.564,83141,332.564,4.0,500,13594,82891,83141,83141,84141,250,1000,200,250.0,96735,0,282,42,S01_0train_T282
282,1,0train,5,right_hand,2,84631,84631,338.524,85131,340.524,4.0,500,11604,84881,85131,85131,86131,250,1000,200,250.0,96735,0,283,43,S01_0train_T283
283,1,0train,5,left_hand,1,86750,86750,347.0,87250,349.0,4.0,500,9485,87000,87250,87250,88250,250,1000,200,250.0,96735,0,284,44,S01_0train_T284
284,1,0train,5,feet,3,88656,88656,354.624,89156,356.624,4.0,500,7579,88906,89156,89156,90156,250,1000,200,250.0,96735,0,285,45,S01_0train_T285
285,1,0train,5,left_hand,1,90584,90584,362.336,91084,364.336,4.0,500,5651,90834,91084,91084,92084,250,1000,200,250.0,96735,0,286,46,S01_0train_T286
286,1,0train,5,right_hand,2,92698,92698,370.792,93198,372.792,4.0,500,3537,92948,93198,93198,94198,250,1000,200,250.0,96735,0,287,47,S01_0train_T287
287,1,0train,5,left_hand,1,94757,94757,379.028,95257,381.028,4.0,500,1478,95007,95257,95257,96257,250,1000,200,250.0,96735,0,288,48,S01_0train_T288
288,1,1test,0,left_hand,1,250,250,1.0,750,3.0,4.0,500,95985,500,750,750,1750,250,1000,200,250.0,96735,0,1,1,S01_1test_T001
289,1,1test,0,right_hand,2,2253,2253,9.012,2753,11.012,4.0,500,93982,2503,2753,2753,3753,250,1000,200,250.0,96735,0,2,2,S01_1test_T002
290,1,1test,0,right_hand,2,4171,4171,16.684,4671,18.684,4.0,500,92064,4421,4671,4671,5671,250,1000,200,250.0,96735,0,3,3,S01_1test_T003
291,1,1test,0,left_hand,1,6123,6123,24.492,6623,26.492,4.0,500,90112,6373,6623,6623,7623,250,1000,200,250.0,96735,0,4,4,S01_1test_T004
292,1,1test,0,right_hand,2,8131,8131,32.524,8631,34.524,4.0,500,88104,8381,8631,8631,9631,250,1000,200,250.0,96735,0,5,5,S01_1test_T005
293,1,1test,0,left_hand,1,10242,10242,40.968,10742,42.968,4.0,500,85993,10492,10742,10742,11742,250,1000,200,250.0,96735,0,6,6,S01_1test_T006
294,1,1test,0,right_hand,2,12159,12159,48.636,12659,50.636,4.0,500,84076,12409,12659,12659,13659,250,1000,200,250.0,96735,0,7,7,S01_1test_T007
295,1,1test,0,feet,3,14209,14209,56.836,14709,58.836,4.0,500,82026,14459,14709,14709,15709,250,1000,200,250.0,96735,0,8,8,S01_1test_T008
296,1,1test,0,right_hand,2,16140,16140,64.56,16640,66.56,4.0,500,80095,16390,16640,16640,17640,250,1000,200,250.0,96735,0,9,9,S01_1test_T009
297,1,1test,0,tongue,4,18138,18138,72.552,18638,74.552,4.0,500,78097,18388,18638,18638,19638,250,1000,200,250.0,96735,0,10,10,S01_1test_T010
298,1,1test,0,left_hand,1,20044,20044,80.176,20544,82.176,4.0,500,76191,20294,20544,20544,21544,250,1000,200,250.0,96735,0,11,11,S01_1test_T011
299,1,1test,0,feet,3,21939,21939,87.756,22439,89.756,4.0,500,74296,22189,22439,22439,23439,250,1000,200,250.0,96735,0,12,12,S01_1test_T012
300,1,1test,0,right_hand,2,23911,23911,95.644,24411,97.644,4.0,500,72324,24161,24411,24411,25411,250,1000,200,250.0,96735,0,13,13,S01_1test_T013
301,1,1test,0,left_hand,1,25855,25855,103.42,26355,105.42,4.0,500,70380,26105,26355,26355,27355,250,1000,200,250.0,96735,0,14,14,S01_1test_T014
302,1,1test,0,tongue,4,27822,27822,111.288,28322,113.288,4.0,500,68413,28072,28322,28322,29322,250,1000,200,250.0,96735,0,15,15,S01_1test_T015
303,1,1test,0,tongue,4,29942,29942,119.768,30442,121.768,4.0,500,66293,30192,30442,30442,31442,250,1000,200,250.0,96735,0,16,16,S01_1test_T016
304,1,1test,0,tongue,4,31950,31950,127.8,32450,129.8,4.0,500,64285,32200,32450,32450,33450,250,1000,200,250.0,96735,0,17,17,S01_1test_T017
305,1,1test,0,tongue,4,34016,34016,136.064,34516,138.064,4.0,500,62219,34266,34516,34516,35516,250,1000,200,250.0,96735,0,18,18,S01_1test_T018
306,1,1test,0,tongue,4,36052,36052,144.208,36552,146.208,4.0,500,60183,36302,36552,36552,37552,250,1000,200,250.0,96735,0,19,19,S01_1test_T019
307,1,1test,0,left_hand,1,38118,38118,152.472,38618,154.472,4.0,500,58117,38368,38618,38618,39618,250,1000,200,250.0,96735,0,20,20,S01_1test_T020
308,1,1test,0,feet,3,40188,40188,160.752,40688,162.752,4.0,500,56047,40438,40688,40688,41688,250,1000,200,250.0,96735,0,21,21,S01_1test_T021
309,1,1test,0,right_hand,2,42268,42268,169.072,42768,171.072,4.0,500,53967,42518,42768,42768,43768,250,1000,200,250.0,96735,0,22,22,S01_1test_T022
