position_0,position_1,position_2,position_3,position_4,trial_uid
4,2,0,1,3,S06_0train_T060
4,1,3,0,2,S06_0train_T061
1,4,2,3,0,S06_0train_T062
3,2,1,0,4,S06_0train_T063
4,0,1,2,3,S06_0train_T064
2,3,0,4,1,S06_0train_T065
1,3,4,0,2,S06_0train_T066
2,0,4,3,1,S06_0train_T067
0,4,2,1,3,S06_0train_T068
3,2,1,0,4,S06_0train_T069
3,0,2,1,4,S06_0train_T070
3,1,2,4,0,S06_0train_T071
3,0,1,4,2,S06_0train_T072
0,3,4,2,1,S06_0train_T073
1,0,4,2,3,S06_0train_T074
3,4,1,0,2,S06_0train_T075
3,1,0,2,4,S06_0train_T076
3,1,2,0,4,S06_0train_T077
2,0,1,4,3,S06_0train_T078
4,3,1,2,0,S06_0train_T079
4,3,0,2,1,S06_0train_T080
3,1,4,2,0,S06_0train_T081
2,0,1,3,4,S06_0train_T082
1,3,0,4,2,S06_0train_T083
1,2,0,3,4,S06_0train_T084
1,3,0,4,2,S06_0train_T085
1,4,2,0,3,S06_0train_T086
0,4,1,3,2,S06_0train_T087
3,2,1,0,4,S06_0train_T088
2,4,3,0,1,S06_0train_T089
2,0,1,4,3,S06_0train_T090
4,1,2,0,3,S06_0train_T091
2,1,0,4,3,S06_0train_T092
3,1,0,2,4,S06_0train_T093
3,4,2,0,1,S06_0train_T094
3,2,0,1,4,S06_0train_T095
0,4,1,2,3,S06_0train_T096
4,3,1,2,0,S06_0train_T097
4,2,0,3,1,S06_0train_T098
1,0,4,2,3,S06_0train_T099
0,3,4,2,1,S06_0train_T100
2,4,0,3,1,S06_0train_T101
4,0,1,2,3,S06_0train_T102
3,1,2,4,0,S06_0train_T103
1,3,0,4,2,S06_0train_T104
0,3,1,4,2,S06_0train_T105
1,2,3,4,0,S06_0train_T106
3,2,0,4,1,S06_0train_T107
1,2,3,4,0,S06_0train_T108
3,4,1,0,2,S06_0train_T109
4,1,0,3,2,S06_0train_T110
3,2,4,1,0,S06_0train_T111
3,0,1,2,4,S06_0train_T112
1,3,2,0,4,S06_0train_T113
4,3,2,1,0,S06_0train_T114
3,4,0,1,2,S06_0train_T115
1,0,4,2,3,S06_0train_T116
0,3,4,1,2,S06_0train_T117
3,2,0,4,1,S06_0train_T118
1,4,2,3,0,S06_0train_T119
3,4,0,2,1,S06_0train_T120
3,0,1,4,2,S06_0train_T121
2,0,3,1,4,S06_0train_T122
0,2,4,3,1,S06_0train_T123
2,4,1,3,0,S06_0train_T124
4,0,1,2,3,S06_0train_T125
2,0,1,3,4,S06_0train_T126
0,1,3,4,2,S06_0train_T127
2,4,0,1,3,S06_0train_T128
3,4,2,0,1,S06_0train_T129
2,1,0,3,4,S06_0train_T130
0,3,4,2,1,S06_0train_T131
2,3,1,0,4,S06_0train_T132
3,4,0,1,2,S06_0train_T133
2,4,0,1,3,S06_0train_T134
1,0,4,3,2,S06_0train_T135
0,1,4,2,3,S06_0train_T136
2,3,4,0,1,S06_0train_T137
4,2,1,3,0,S06_0train_T138
2,4,3,1,0,S06_0train_T139
3,1,0,2,4,S06_0train_T140
0,4,1,2,3,S06_0train_T141
3,4,2,0,1,S06_0train_T142
3,4,1,2,0,S06_0train_T143
2,1,0,4,3,S06_0train_T144
2,4,1,0,3,S06_0train_T145
0,2,4,3,1,S06_0train_T146
0,4,1,2,3,S06_0train_T147
0,2,3,1,4,S06_0train_T148
0,4,2,1,3,S06_0train_T149
3,0,1,4,2,S06_0train_T150
4,3,0,1,2,S06_0train_T151
2,4,1,3,0,S06_0train_T152
0,2,1,3,4,S06_0train_T153
4,0,1,2,3,S06_0train_T154
2,1,0,3,4,S06_0train_T155
3,4,2,0,1,S06_0train_T156
0,4,1,3,2,S06_0train_T157
0,2,4,3,1,S06_0train_T158
2,3,1,0,4,S06_0train_T159
2,1,4,3,0,S06_0train_T160
2,0,3,1,4,S06_0train_T161
1,4,2,3,0,S06_0train_T162
3,1,4,2,0,S06_0train_T163
1,3,4,2,0,S06_0train_T164
3,1,0,2,4,S06_0train_T165
4,1,2,0,3,S06_0train_T166
1,4,2,3,0,S06_0train_T167
3,4,0,2,1,S06_0train_T168
2,0,1,4,3,S06_0train_T169
1,2,0,4,3,S06_0train_T170
4,2,1,3,0,S06_0train_T171
1,3,2,0,4,S06_0train_T172
0,2,3,4,1,S06_0train_T173
4,2,0,1,3,S06_0train_T174
1,0,4,2,3,S06_0train_T175
0,4,3,1,2,S06_0train_T176
0,1,4,2,3,S06_0train_T177
2,4,0,3,1,S06_0train_T178
0,3,2,1,4,S06_0train_T179
1,4,3,2,0,S06_0train_T180
0,2,4,3,1,S06_0train_T181
4,2,3,0,1,S06_0train_T182
1,3,0,4,2,S06_0train_T183
4,2,0,1,3,S06_0train_T184
2,3,0,1,4,S06_0train_T185
4,3,2,1,0,S06_0train_T186
3,1,0,2,4,S06_0train_T187
3,0,2,1,4,S06_0train_T188
4,1,3,2,0,S06_0train_T189
4,0,3,2,1,S06_0train_T190
0,4,1,3,2,S06_0train_T191
3,4,0,1,2,S06_0train_T192
3,1,4,2,0,S06_0train_T193
4,0,3,2,1,S06_0train_T194
0,4,2,3,1,S06_0train_T195
4,3,2,1,0,S06_0train_T196
2,1,3,0,4,S06_0train_T197
0,4,3,2,1,S06_0train_T198
0,3,4,1,2,S06_0train_T199
3,2,0,4,1,S06_0train_T200
2,0,1,3,4,S06_0train_T201
0,2,4,1,3,S06_0train_T202
2,4,1,0,3,S06_0train_T203
1,0,3,2,4,S06_0train_T204
4,3,2,1,0,S06_0train_T205
3,2,4,0,1,S06_0train_T206
1,3,4,2,0,S06_0train_T207
1,2,3,4,0,S06_0train_T208
2,0,4,1,3,S06_0train_T209
4,0,3,2,1,S06_0train_T210
1,3,2,4,0,S06_0train_T211
3,1,2,4,0,S06_0train_T212
2,0,1,4,3,S06_0train_T213
1,3,0,4,2,S06_0train_T214
3,0,1,2,4,S06_0train_T215
4,1,2,3,0,S06_0train_T216
0,4,1,2,3,S06_0train_T217
2,1,3,4,0,S06_0train_T218
4,1,2,3,0,S06_0train_T219
3,2,0,4,1,S06_0train_T220
4,0,1,3,2,S06_0train_T221
4,2,0,1,3,S06_0train_T222
2,3,0,1,4,S06_0train_T223
2,3,0,4,1,S06_0train_T224
2,1,4,3,0,S06_0train_T225
3,4,1,2,0,S06_0train_T226
2,4,1,3,0,S06_0train_T227
2,4,1,0,3,S06_0train_T228
1,4,3,2,0,S06_0train_T229
3,2,0,1,4,S06_0train_T230
1,4,0,2,3,S06_0train_T231
2,1,3,0,4,S06_0train_T232
0,1,3,4,2,S06_0train_T233
1,2,0,3,4,S06_0train_T234
0,1,2,4,3,S06_0train_T235
2,4,0,3,1,S06_0train_T236
3,2,4,1,0,S06_0train_T237
0,2,1,3,4,S06_0train_T238
1,2,0,4,3,S06_0train_T239
3,4,2,0,1,S06_0train_T240
0,3,2,4,1,S06_0train_T241
0,4,2,1,3,S06_0train_T242
2,3,0,4,1,S06_0train_T243
3,0,2,1,4,S06_0train_T244
4,2,3,0,1,S06_0train_T245
0,1,4,3,2,S06_0train_T246
4,2,1,0,3,S06_0train_T247
1,3,0,4,2,S06_0train_T248
0,3,1,4,2,S06_0train_T249
2,1,4,3,0,S06_0train_T250
4,2,1,3,0,S06_0train_T251
4,1,0,3,2,S06_0train_T252
2,4,0,1,3,S06_0train_T253
3,1,2,4,0,S06_0train_T254
3,2,0,4,1,S06_0train_T255
4,3,1,2,0,S06_0train_T256
1,2,3,0,4,S06_0train_T257
4,1,3,0,2,S06_0train_T258
2,0,3,1,4,S06_0train_T259
2,4,0,3,1,S06_0train_T260
2,0,1,3,4,S06_0train_T261
4,3,0,1,2,S06_0train_T262
3,0,1,2,4,S06_0train_T263
2,1,0,3,4,S06_0train_T264
2,4,3,1,0,S06_0train_T265
2,1,4,0,3,S06_0train_T266
3,0,4,2,1,S06_0train_T267
4,2,3,1,0,S06_0train_T268
2,0,4,1,3,S06_0train_T269
4,3,2,1,0,S06_0train_T270
0,3,2,4,1,S06_0train_T271
0,1,4,2,3,S06_0train_T272
4,0,3,1,2,S06_0train_T273
4,1,2,3,0,S06_0train_T274
0,2,4,3,1,S06_0train_T275
2,4,3,0,1,S06_0train_T276
2,0,1,4,3,S06_0train_T277
0,4,1,3,2,S06_0train_T278
2,3,0,1,4,S06_0train_T279
0,3,2,1,4,S06_0train_T280
1,3,2,0,4,S06_0train_T281
4,3,2,0,1,S06_0train_T282
4,2,1,0,3,S06_0train_T283
1,2,4,0,3,S06_0train_T284
2,1,4,3,0,S06_0train_T285
1,2,3,4,0,S06_0train_T286
1,2,0,3,4,S06_0train_T287
2,0,3,1,4,S06_0train_T288
1,4,2,3,0,S06_1test_T001
0,4,2,1,3,S06_1test_T002
3,4,2,1,0,S06_1test_T003
4,3,2,1,0,S06_1test_T004
3,0,2,1,4,S06_1test_T005
3,2,4,1,0,S06_1test_T006
2,0,1,4,3,S06_1test_T007
1,2,3,0,4,S06_1test_T008
1,2,0,3,4,S06_1test_T009
1,2,4,3,0,S06_1test_T010
0,1,3,4,2,S06_1test_T011
3,1,4,2,0,S06_1test_T012
4,1,2,0,3,S06_1test_T013
1,4,3,2,0,S06_1test_T014
0,1,4,2,3,S06_1test_T015
2,3,0,4,1,S06_1test_T016
2,1,4,3,0,S06_1test_T017
4,2,3,0,1,S06_1test_T018
0,4,1,3,2,S06_1test_T019
1,3,2,0,4,S06_1test_T020
4,3,1,0,2,S06_1test_T021
0,2,4,1,3,S06_1test_T022
0,2,1,4,3,S06_1test_T023
1,0,2,4,3,S06_1test_T024
3,0,2,4,1,S06_1test_T025
4,0,1,3,2,S06_1test_T026
0,3,4,1,2,S06_1test_T027
3,2,4,0,1,S06_1test_T028
2,3,4,0,1,S06_1test_T029
2,3,4,0,1,S06_1test_T030
4,2,1,0,3,S06_1test_T031
0,1,3,2,4,S06_1test_T032
3,2,4,1,0,S06_1test_T033
1,2,4,0,3,S06_1test_T034
0,1,4,2,3,S06_1test_T035
0,2,1,3,4,S06_1test_T036
3,0,2,1,4,S06_1test_T037
0,4,3,1,2,S06_1test_T038
3,0,2,4,1,S06_1test_T039
3,2,1,4,0,S06_1test_T040
1,3,2,0,4,S06_1test_T041
1,4,2,3,0,S06_1test_T042
3,4,0,2,1,S06_1test_T043
2,3,0,4,1,S06_1test_T044
4,3,2,0,1,S06_1test_T045
3,4,2,0,1,S06_1test_T046
0,3,2,4,1,S06_1test_T047
1,2,4,0,3,S06_1test_T048
0,2,1,3,4,S06_1test_T049
4,3,0,1,2,S06_1test_T050
3,2,4,1,0,S06_1test_T051
2,3,4,1,0,S06_1test_T052
2,3,4,0,1,S06_1test_T053
1,4,0,2,3,S06_1test_T054
0,2,3,4,1,S06_1test_T055
0,3,1,2,4,S06_1test_T056
2,0,4,1,3,S06_1test_T057
1,4,2,0,3,S06_1test_T058
4,2,3,1,0,S06_1test_T059
2,1,3,0,4,S06_1test_T060
2,1,4,3,0,S06_1test_T061
4,1,3,2,0,S06_1test_T062
4,2,0,3,1,S06_1test_T063
0,1,3,4,2,S06_1test_T064
0,3,4,1,2,S06_1test_T065
0,2,3,1,4,S06_1test_T066
4,2,0,3,1,S06_1test_T067
2,1,4,0,3,S06_1test_T068
0,1,4,3,2,S06_1test_T069
3,2,4,1,0,S06_1test_T070
3,1,0,4,2,S06_1test_T071
2,3,4,1,0,S06_1test_T072
1,0,3,4,2,S06_1test_T073
0,2,4,3,1,S06_1test_T074
0,1,3,2,4,S06_1test_T075
2,1,3,0,4,S06_1test_T076
1,0,2,4,3,S06_1test_T077
3,4,1,0,2,S06_1test_T078
4,0,2,3,1,S06_1test_T079
3,1,4,2,0,S06_1test_T080
3,0,1,2,4,S06_1test_T081
3,0,1,4,2,S06_1test_T082
0,3,1,4,2,S06_1test_T083
3,1,2,4,0,S06_1test_T084
0,3,2,1,4,S06_1test_T085
0,3,4,1,2,S06_1test_T086
4,3,0,1,2,S06_1test_T087
0,2,4,3,1,S06_1test_T088
2,4,3,0,1,S06_1test_T089
2,0,1,3,4,S06_1test_T090
1,2,0,3,4,S06_1test_T091
4,2,0,3,1,S06_1test_T092
4,2,0,1,3,S06_1test_T093
0,4,2,3,1,S06_1test_T094
4,0,2,3,1,S06_1test_T095
4,0,2,1,3,S06_1test_T096
2,3,1,0,4,S06_1test_T097
2,3,1,4,0,S06_1test_T098
0,3,4,1,2,S06_1test_T099
4,1,3,0,2,S06_1test_T100
3,2,4,1,0,S06_1test_T101
3,1,2,4,0,S06_1test_T102
2,1,3,0,4,S06_1test_T103
4,1,2,0,3,S06_1test_T104
3,2,4,0,1,S06_1test_T105
3,1,2,0,4,S06_1test_T106
4,2,0,3,1,S06_1test_T107
4,2,1,3,0,S06_1test_T108
3,4,1,0,2,S06_1test_T109
3,2,1,4,0,S06_1test_T110
3,4,2,1,0,S06_1test_T111
3,4,1,0,2,S06_1test_T112
1,3,0,4,2,S06_1test_T113
1,2,0,4,3,S06_1test_T114
2,0,4,3,1,S06_1test_T115
2,0,1,3,4,S06_1test_T116
1,4,3,0,2,S06_1test_T117
2,1,4,3,0,S06_1test_T118
1,3,0,4,2,S06_1test_T119
0,2,3,4,1,S06_1test_T120
1,4,2,3,0,S06_1test_T121
1,4,3,2,0,S06_1test_T122
2,4,0,3,1,S06_1test_T123
4,3,1,0,2,S06_1test_T124
4,3,1,0,2,S06_1test_T125
1,0,4,2,3,S06_1test_T126
1,4,3,0,2,S06_1test_T127
2,0,4,3,1,S06_1test_T128
3,0,4,2,1,S06_1test_T129
0,2,1,3,4,S06_1test_T130
1,0,4,3,2,S06_1test_T131
2,1,3,4,0,S06_1test_T132
3,2,4,1,0,S06_1test_T133
3,0,1,4,2,S06_1test_T134
0,1,3,4,2,S06_1test_T135
1,0,2,4,3,S06_1test_T136
1,2,0,4,3,S06_1test_T137
2,1,0,3,4,S06_1test_T138
0,2,1,3,4,S06_1test_T139
2,0,1,3,4,S06_1test_T140
0,1,4,3,2,S06_1test_T141
3,2,1,0,4,S06_1test_T142
2,3,0,1,4,S06_1test_T143
3,0,2,1,4,S06_1test_T144
2,4,0,1,3,S06_1test_T145
2,3,4,1,0,S06_1test_T146
4,2,0,1,3,S06_1test_T147
3,1,4,2,0,S06_1test_T148
4,1,2,3,0,S06_1test_T149
4,1,0,2,3,S06_1test_T150
4,1,3,2,0,S06_1test_T151
0,4,3,2,1,S06_1test_T152
2,4,0,1,3,S06_1test_T153
2,4,0,3,1,S06_1test_T154
3,4,2,1,0,S06_1test_T155
1,2,0,3,4,S06_1test_T156
1,2,3,0,4,S06_1test_T157
1,3,2,4,0,S06_1test_T158
0,2,1,4,3,S06_1test_T159
3,4,0,1,2,S06_1test_T160
2,4,0,3,1,S06_1test_T161
2,1,4,3,0,S06_1test_T162
4,1,3,2,0,S06_1test_T163
3,0,1,2,4,S06_1test_T164
2,4,0,1,3,S06_1test_T165
4,1,0,3,2,S06_1test_T166
1,3,4,2,0,S06_1test_T167
3,1,0,4,2,S06_1test_T168
1,4,2,3,0,S06_1test_T169
1,0,2,3,4,S06_1test_T170
0,4,2,1,3,S06_1test_T171
2,3,0,1,4,S06_1test_T172
0,4,2,1,3,S06_1test_T173
4,1,2,3,0,S06_1test_T174
4,2,1,0,3,S06_1test_T175
0,3,4,2,1,S06_1test_T176
0,1,4,2,3,S06_1test_T177
4,0,1,2,3,S06_1test_T178
2,1,0,4,3,S06_1test_T179
3,0,2,1,4,S06_1test_T180
0,2,3,1,4,S06_1test_T181
2,0,1,3,4,S06_1test_T182
3,4,0,2,1,S06_1test_T183
1,3,4,2,0,S06_1test_T184
3,2,4,0,1,S06_1test_T185
3,1,0,4,2,S06_1test_T186
0,1,4,3,2,S06_1test_T187
1,3,2,4,0,S06_1test_T188
1,3,2,0,4,S06_1test_T189
0,4,3,1,2,S06_1test_T190
3,4,2,0,1,S06_1test_T191
3,1,2,0,4,S06_1test_T192
2,4,0,1,3,S06_1test_T193
1,2,4,0,3,S06_1test_T194
2,0,3,1,4,S06_1test_T195
0,3,2,1,4,S06_1test_T196
1,2,3,0,4,S06_1test_T197
3,0,2,1,4,S06_1test_T198
4,1,0,2,3,S06_1test_T199
0,2,4,3,1,S06_1test_T200
3,1,2,0,4,S06_1test_T201
3,2,4,0,1,S06_1test_T202
3,4,0,2,1,S06_1test_T203
0,3,2,4,1,S06_1test_T204
2,0,4,3,1,S06_1test_T205
0,3,1,4,2,S06_1test_T206
4,3,1,0,2,S06_1test_T207
1,2,0,4,3,S06_1test_T208
4,3,2,1,0,S06_1test_T209
3,0,2,4,1,S06_1test_T210
4,3,0,1,2,S06_1test_T211
2,4,0,1,3,S06_1test_T212
2,3,1,4,0,S06_1test_T213
4,3,1,2,0,S06_1test_T214
3,0,1,2,4,S06_1test_T215
2,1,4,0,3,S06_1test_T216
0,3,1,2,4,S06_1test_T217
1,2,4,0,3,S06_1test_T218
0,4,2,1,3,S06_1test_T219
0,1,4,2,3,S06_1test_T220
3,4,1,2,0,S06_1test_T221
4,3,0,1,2,S06_1test_T222
3,2,0,1,4,S06_1test_T223
4,2,0,3,1,S06_1test_T224
0,1,3,4,2,S06_1test_T225
0,3,1,2,4,S06_1test_T226
0,1,4,2,3,S06_1test_T227
0,4,3,2,1,S06_1test_T228
1,2,0,4,3,S06_1test_T229
2,1,0,4,3,S06_1test_T230
1,4,0,2,3,S06_1test_T231
4,0,3,1,2,S06_1test_T232
3,0,4,1,2,S06_1test_T233
1,3,4,0,2,S06_1test_T234
0,3,4,2,1,S06_1test_T235
4,1,0,2,3,S06_1test_T236
2,0,1,3,4,S06_1test_T237
1,4,3,0,2,S06_1test_T238
0,3,1,4,2,S06_1test_T239
2,3,0,1,4,S06_1test_T240
2,3,0,1,4,S06_1test_T241
1,2,3,0,4,S06_1test_T242
3,1,2,0,4,S06_1test_T243
4,0,1,3,2,S06_1test_T244
4,2,3,1,0,S06_1test_T245
0,2,3,1,4,S06_1test_T246
1,3,2,0,4,S06_1test_T247
2,3,0,1,4,S06_1test_T248
2,3,4,1,0,S06_1test_T249
0,2,4,3,1,S06_1test_T250
0,4,2,1,3,S06_1test_T251
3,0,4,1,2,S06_1test_T252
2,1,4,0,3,S06_1test_T253
3,4,0,2,1,S06_1test_T254
3,4,0,2,1,S06_1test_T255
4,2,0,1,3,S06_1test_T256
3,4,2,0,1,S06_1test_T257
2,0,4,1,3,S06_1test_T258
1,2,0,4,3,S06_1test_T259
4,2,0,3,1,S06_1test_T260
3,0,1,2,4,S06_1test_T261
2,0,4,1,3,S06_1test_T262
0,1,2,4,3,S06_1test_T263
1,0,4,3,2,S06_1test_T264
4,1,0,3,2,S06_1test_T265
2,3,1,0,4,S06_1test_T266
3,4,1,2,0,S06_1test_T267
1,2,0,4,3,S06_1test_T268
4,3,1,0,2,S06_1test_T269
3,1,2,0,4,S06_1test_T270
3,2,1,0,4,S06_1test_T271
0,3,4,2,1,S06_1test_T272
3,1,2,4,0,S06_1test_T273
3,1,4,2,0,S06_1test_T274
3,2,1,0,4,S06_1test_T275
0,2,3,4,1,S06_1test_T276
2,0,3,1,4,S06_1test_T277
0,3,2,1,4,S06_1test_T278
0,3,1,2,4,S06_1test_T279
0,2,1,3,4,S06_1test_T280
2,4,0,3,1,S06_1test_T281
0,1,2,4,3,S06_1test_T282
4,0,1,2,3,S06_1test_T283
4,0,2,3,1,S06_1test_T284
2,0,3,4,1,S06_1test_T285
0,1,3,4,2,S06_1test_T286
3,0,4,1,2,S06_1test_T287
2,4,3,0,1,S06_1test_T288
1,0,4,3,2,S07_0train_T001
4,3,0,2,1,S07_0train_T002
2,0,3,4,1,S07_0train_T003
4,1,0,3,2,S07_0train_T004
0,3,1,2,4,S07_0train_T005
0,2,4,1,3,S07_0train_T006
3,2,0,4,1,S07_0train_T007
1,0,3,2,4,S07_0train_T008
2,3,0,4,1,S07_0train_T009
2,0,3,1,4,S07_0train_T010
4,0,1,3,2,S07_0train_T011
1,4,0,3,2,S07_0train_T012
1,0,3,2,4,S07_0train_T013
0,3,1,2,4,S07_0train_T014
3,0,4,1,2,S07_0train_T015
3,2,0,4,1,S07_0train_T016
1,3,2,4,0,S07_0train_T017
3,1,2,4,0,S07_0train_T018
3,2,4,0,1,S07_0train_T019
0,1,4,2,3,S07_0train_T020
2,3,1,4,0,S07_0train_T021
1,0,3,2,4,S07_0train_T022
3,2,1,4,0,S07_0train_T023
2,4,3,0,1,S07_0train_T024
0,1,3,2,4,S07_0train_T025
0,3,4,2,1,S07_0train_T026
2,4,0,1,3,S07_0train_T027
1,3,0,2,4,S07_0train_T028
2,4,1,3,0,S07_0train_T029
1,0,2,4,3,S07_0train_T030
1,2,4,0,3,S07_0train_T031
1,0,2,3,4,S07_0train_T032
3,4,1,2,0,S07_0train_T033
3,4,2,1,0,S07_0train_T034
4,1,2,3,0,S07_0train_T035
2,0,1,3,4,S07_0train_T036
0,3,1,4,2,S07_0train_T037
1,4,3,0,2,S07_0train_T038
3,0,4,1,2,S07_0train_T039
2,3,4,1,0,S07_0train_T040
1,2,3,4,0,S07_0train_T041
1,0,4,2,3,S07_0train_T042
3,2,4,0,1,S07_0train_T043
3,2,1,4,0,S07_0train_T044
1,0,2,3,4,S07_0train_T045
1,4,2,3,0,S07_0train_T046
3,1,2,0,4,S07_0train_T047
0,4,2,1,3,S07_0train_T048
4,3,2,1,0,S07_0train_T049
0,2,1,4,3,S07_0train_T050
2,3,1,4,0,S07_0train_T051
1,4,2,3,0,S07_0train_T052
2,4,1,0,3,S07_0train_T053
1,0,3,2,4,S07_0train_T054
1,3,0,2,4,S07_0train_T055
3,1,0,2,4,S07_0train_T056
1,0,4,3,2,S07_0train_T057
0,4,1,2,3,S07_0train_T058
2,4,1,3,0,S07_0train_T059
0,1,2,4,3,S07_0train_T060
0,1,3,4,2,S07_0train_T061
0,4,2,3,1,S07_0train_T062
1,2,3,0,4,S07_0train_T063
0,4,2,3,1,S07_0train_T064
1,3,2,0,4,S07_0train_T065
1,4,2,3,0,S07_0train_T066
4,0,2,1,3,S07_0train_T067
4,0,1,3,2,S07_0train_T068
2,1,4,3,0,S07_0train_T069
0,2,4,1,3,S07_0train_T070
4,2,3,0,1,S07_0train_T071
0,4,3,1,2,S07_0train_T072
4,3,2,0,1,S07_0train_T073
1,2,3,0,4,S07_0train_T074
0,3,2,1,4,S07_0train_T075
1,2,0,3,4,S07_0train_T076
2,4,1,0,3,S07_0train_T077
4,1,3,2,0,S07_0train_T078
0,2,4,3,1,S07_0train_T079
2,4,0,3,1,S07_0train_T080
0,3,2,1,4,S07_0train_T081
4,3,0,2,1,S07_0train_T082
1,4,3,0,2,S07_0train_T083
4,3,2,0,1,S07_0train_T084
3,0,2,4,1,S07_0train_T085
3,1,4,2,0,S07_0train_T086
0,2,4,3,1,S07_0train_T087
0,3,4,2,1,S07_0train_T088
2,0,1,3,4,S07_0train_T089
3,0,4,2,1,S07_0train_T090
3,1,4,0,2,S07_0train_T091
2,1,4,3,0,S07_0train_T092
2,3,1,4,0,S07_0train_T093
0,2,3,4,1,S07_0train_T094
0,4,1,3,2,S07_0train_T095
1,2,3,0,4,S07_0train_T096
3,1,4,0,2,S07_0train_T097
1,4,2,0,3,S07_0train_T098
4,0,2,1,3,S07_0train_T099
3,0,2,1,4,S07_0train_T100
1,0,3,4,2,S07_0train_T101
2,4,0,1,3,S07_0train_T102
2,1,4,0,3,S07_0train_T103
0,1,4,3,2,S07_0train_T104
1,0,2,3,4,S07_0train_T105
0,3,2,1,4,S07_0train_T106
0,4,2,3,1,S07_0train_T107
4,2,3,0,1,S07_0train_T108
1,4,3,2,0,S07_0train_T109
1,3,4,0,2,S07_0train_T110
4,0,3,1,2,S07_0train_T111
4,1,2,0,3,S07_0train_T112
3,0,4,1,2,S07_0train_T113
0,4,2,3,1,S07_0train_T114
2,0,1,4,3,S07_0train_T115
0,2,3,1,4,S07_0train_T116
2,3,4,0,1,S07_0train_T117
1,2,0,3,4,S07_0train_T118
1,4,2,0,3,S07_0train_T119
2,1,3,0,4,S07_0train_T120
2,4,0,3,1,S07_0train_T121
0,3,1,2,4,S07_0train_T122
3,4,0,2,1,S07_0train_T123
4,3,0,2,1,S07_0train_T124
3,2,0,1,4,S07_0train_T125
2,3,0,1,4,S07_0train_T126
2,0,4,3,1,S07_0train_T127
3,0,2,1,4,S07_0train_T128
1,0,3,2,4,S07_0train_T129
2,3,4,1,0,S07_0train_T130
3,4,1,0,2,S07_0train_T131
2,3,0,4,1,S07_0train_T132
4,2,0,1,3,S07_0train_T133
4,0,3,1,2,S07_0train_T134
3,0,2,1,4,S07_0train_T135
2,4,1,3,0,S07_0train_T136
4,1,0,3,2,S07_0train_T137
1,4,0,2,3,S07_0train_T138
1,4,2,0,3,S07_0train_T139
4,3,1,2,0,S07_0train_T140
1,3,2,4,0,S07_0train_T141
0,2,4,1,3,S07_0train_T142
0,4,1,3,2,S07_0train_T143
0,4,2,3,1,S07_0train_T144
3,0,4,1,2,S07_0train_T145
2,3,4,0,1,S07_0train_T146
0,2,3,4,1,S07_0train_T147
3,1,4,2,0,S07_0train_T148
4,3,2,1,0,S07_0train_T149
1,2,4,3,0,S07_0train_T150
1,0,3,2,4,S07_0train_T151
2,4,0,1,3,S07_0train_T152
3,0,1,2,4,S07_0train_T153
4,3,0,1,2,S07_0train_T154
2,4,1,0,3,S07_0train_T155
3,1,0,4,2,S07_0train_T156
1,4,0,3,2,S07_0train_T157
3,2,0,1,4,S07_0train_T158
3,1,0,4,2,S07_0train_T159
2,0,3,4,1,S07_0train_T160
3,1,0,2,4,S07_0train_T161
4,2,0,1,3,S07_0train_T162
2,3,0,4,1,S07_0train_T163
2,0,4,3,1,S07_0train_T164
0,1,3,2,4,S07_0train_T165
0,2,4,1,3,S07_0train_T166
1,3,4,2,0,S07_0train_T167
4,2,0,1,3,S07_0train_T168
0,4,3,2,1,S07_0train_T169
0,4,2,1,3,S07_0train_T170
4,0,3,2,1,S07_0train_T171
3,1,2,4,0,S07_0train_T172
4,3,0,2,1,S07_0train_T173
3,1,0,4,2,S07_0train_T174
0,2,1,4,3,S07_0train_T175
0,1,3,4,2,S07_0train_T176
4,1,0,3,2,S07_0train_T177
3,0,4,2,1,S07_0train_T178
0,1,2,4,3,S07_0train_T179
3,1,0,4,2,S07_0train_T180
1,2,0,3,4,S07_0train_T181
2,1,0,4,3,S07_0train_T182
3,4,0,1,2,S07_0train_T183
3,0,1,4,2,S07_0train_T184
0,4,2,1,3,S07_0train_T185
4,3,1,0,2,S07_0train_T186
0,1,4,3,2,S07_0train_T187
4,2,3,1,0,S07_0train_T188
0,1,4,3,2,S07_0train_T189
2,3,4,0,1,S07_0train_T190
1,0,4,2,3,S07_0train_T191
2,1,4,0,3,S07_0train_T192
0,1,3,4,2,S07_0train_T193
4,3,1,0,2,S07_0train_T194
4,1,3,0,2,S07_0train_T195
2,3,4,1,0,S07_0train_T196
1,0,3,2,4,S07_0train_T197
4,0,3,2,1,S07_0train_T198
1,3,0,4,2,S07_0train_T199
2,4,1,0,3,S07_0train_T200
3,1,2,4,0,S07_0train_T201
3,2,1,0,4,S07_0train_T202
0,1,2,4,3,S07_0train_T203
1,4,2,0,3,S07_0train_T204
2,0,4,1,3,S07_0train_T205
2,4,0,3,1,S07_0train_T206
1,0,3,4,2,S07_0train_T207
0,2,3,4,1,S07_0train_T208
3,1,4,2,0,S07_0train_T209
0,1,2,4,3,S07_0train_T210
4,0,3,1,2,S07_0train_T211
4,2,1,3,0,S07_0train_T212
1,4,0,2,3,S07_0train_T213
2,0,4,3,1,S07_0train_T214
4,1,0,2,3,S07_0train_T215
3,2,1,0,4,S07_0train_T216
1,4,3,0,2,S07_0train_T217
3,4,0,2,1,S07_0train_T218
